token,cntry,spp,sppcode,Q_group,Q_sub,Q_ss,neg,conf,min,mean,max
7U33oPs763ykNj1,United States,Myotis grisescens,MYOTIS_GRISESCENS,cli,sub1,Severity,1,99.99,1e-4,0.005,0.01
K7OXduJKBJ6E56y,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub1,Scope,1,99.99,1e-4,0.005,0.01
K7OXduJKBJ6E56y,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub1,Severity,1,99.99,1e-4,0.005,0.01
rIJBDbdQlLMGc7J,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Scope,0,55,0.15,0.2,0.35
rIJBDbdQlLMGc7J,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Severity,0,55,0.1,0.2,0.3
QSFa4ka1wwLFos5,United States,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub2,Scope,0,60,0.05,0.1,0.15
QSFa4ka1wwLFos5,United States,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub2,Severity,0,60,0.05,0.1,0.15
eDakzN2Z5JyBxFV,United States,Myotis sodalis,MYOTIS_SODALIS,cli,sub2,Scope,0,75,0.2,0.25,0.35
eDakzN2Z5JyBxFV,United States,Myotis sodalis,MYOTIS_SODALIS,cli,sub2,Severity,0,75,0.15,0.2,0.25
W0Ou43JZrjuzA7e,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Scope,0,70,0.2,0.4,0.7
W0Ou43JZrjuzA7e,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Severity,0,70,0.2,0.3,0.4
AaE6Hh920wkI5BD,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub2,Scope,0,65,0.2,0.3,0.5
AaE6Hh920wkI5BD,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub2,Severity,0,60,0.05,0.1,0.15
8CVCWbFnPpIKeeu,United States,Myotis leibii,MYOTIS_LEIBII,cli,sub2,Scope,1,99.99,1e-4,0.005,0.01
8CVCWbFnPpIKeeu,United States,Myotis leibii,MYOTIS_LEIBII,cli,sub2,Severity,1,99.99,1e-4,0.005,0.01
zYJdowXhsVGOzG4,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Scope,0,85,0.4,0.6,0.9999
zYJdowXhsVGOzG4,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Severity,0,90,0.05,0.2,0.6
W0Ou43JZrjuzA7e,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub2,Scope,0,70,0.4,0.6,0.8
W0Ou43JZrjuzA7e,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub2,Severity,0,70,0.1,0.2,0.4
zGOgnwJfMbMQy39,United States,Eumops floridanus,EUMOPS_FLORIDANUS,cli,sub2,Scope,0,80,0.1,0.3,0.5
zGOgnwJfMbMQy39,United States,Eumops floridanus,EUMOPS_FLORIDANUS,cli,sub2,Severity,0,70,0.05,0.2,0.4
uWYRNyMuXsIBygU,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub2,Scope,0,90,0.5,0.7,0.9
uWYRNyMuXsIBygU,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub2,Severity,0,85,0.15,0.5,0.8
bNwIhA2JoU9B8V0,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Scope,0,65,0.15,0.25,0.35
bNwIhA2JoU9B8V0,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Severity,0,65,0.05,0.15,0.2
bNwIhA2JoU9B8V0,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Scope,0,70,0.6,0.75,0.9
bNwIhA2JoU9B8V0,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Severity,0,70,0.15,0.3,0.45
bNwIhA2JoU9B8V0,United States,Myotis volans,MYOTIS_VOLANS,cli,sub2,Scope,0,75,0.5,0.65,0.8
bNwIhA2JoU9B8V0,United States,Myotis volans,MYOTIS_VOLANS,cli,sub2,Severity,0,70,0.2,0.3,0.4
uWYRNyMuXsIBygU,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Scope,0,95,0.5,0.75,0.95
uWYRNyMuXsIBygU,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Severity,0,90,0.5,0.8,0.95
WQyLHmHZXLd7qQq,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Scope,0,75,0.1,0.25,0.5
WQyLHmHZXLd7qQq,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Severity,0,75,0.05,0.15,0.3
WQyLHmHZXLd7qQq,United States,Choeronycteris mexicana,CHOERONYCTERIS_MEXICANA,cli,sub2,Scope,0,80,0.6,0.75,0.8
WQyLHmHZXLd7qQq,United States,Choeronycteris mexicana,CHOERONYCTERIS_MEXICANA,cli,sub2,Severity,0,75,0.1,0.25,0.5
WQyLHmHZXLd7qQq,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub2,Scope,0,75,0.25,0.4,0.6
WQyLHmHZXLd7qQq,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub2,Severity,0,75,0.1,0.15,0.25
WQyLHmHZXLd7qQq,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Severity,0,75,1e-4,0.1,0.2
WQyLHmHZXLd7qQq,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Severity,0,75,0.1,0.2,0.3
mRbMM4FVzP2VImv,United States,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub2,Scope,0,70,0.05,0.2,0.35
mRbMM4FVzP2VImv,United States,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub2,Severity,0,85,1e-4,0.1,0.2
mRbMM4FVzP2VImv,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Scope,1,99.99,1e-4,0.005,0.01
mRbMM4FVzP2VImv,United States,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub2,Severity,1,99.99,1e-4,0.005,0.01
bNwIhA2JoU9B8V0,United States,Myotis evotis,MYOTIS_EVOTIS,cli,sub2,Scope,0,80,0.3,0.5,0.7
bNwIhA2JoU9B8V0,United States,Myotis evotis,MYOTIS_EVOTIS,cli,sub2,Severity,0,65,0.1,0.2,0.3
bNwIhA2JoU9B8V0,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Scope,0,80,0.3,0.5,0.7
bNwIhA2JoU9B8V0,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Severity,0,75,0.2,0.3,0.4
uWYRNyMuXsIBygU,United States,Myotis volans,MYOTIS_VOLANS,cli,sub2,Scope,0,95,0.3,0.5,0.85
uWYRNyMuXsIBygU,United States,Myotis volans,MYOTIS_VOLANS,cli,sub2,Severity,0,85,0.3,0.7,0.9
uWYRNyMuXsIBygU,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub2,Scope,0,85,0.15,0.4,0.6
uWYRNyMuXsIBygU,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub2,Severity,0,80,0.1,0.5,0.6
WQyLHmHZXLd7qQq,United States,Eumops perotis,EUMOPS_PEROTIS,cli,sub2,Scope,0,75,0.25,0.4,0.6
WQyLHmHZXLd7qQq,United States,Eumops perotis,EUMOPS_PEROTIS,cli,sub2,Severity,0,75,0.05,0.1,0.25
WQyLHmHZXLd7qQq,United States,Eumops underwoodi,EUMOPS_UNDERWOODI,cli,sub2,Scope,0,75,0.25,0.5,0.75
WQyLHmHZXLd7qQq,United States,Eumops underwoodi,EUMOPS_UNDERWOODI,cli,sub2,Severity,0,75,0.1,0.2,0.3
WQyLHmHZXLd7qQq,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Severity,0,75,0.1,0.15,0.25
WQyLHmHZXLd7qQq,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,cli,sub2,Severity,0,75,0.1,0.3,0.5
TwGZY1RRjbNX16F,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Scope,0,85,0.9,0.95,0.9999
TwGZY1RRjbNX16F,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Severity,0,75,0.1,0.2,0.3
9arDsxSVXC0783b,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Scope,0,90,0.6,0.8,0.9999
9arDsxSVXC0783b,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Severity,0,80,0.05,0.35,0.5
WQyLHmHZXLd7qQq,United States,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
9L1p08Binu8w6Wx,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Scope,0,75,0.25,0.5,0.9999
9L1p08Binu8w6Wx,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Severity,0,50,0.1,0.25,0.5
9arDsxSVXC0783b,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Scope,0,85,0.5,0.75,0.9999
9arDsxSVXC0783b,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Severity,0,90,0.15,0.4,0.75
6vuvxAILv0uQo4C,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Scope,0,70,0.1,0.2,0.3
6vuvxAILv0uQo4C,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Severity,0,70,0.2,0.3,0.4
ddvTUD1Qrksp0uJ,United States,Myotis velifer,MYOTIS_VELIFER,cli,sub2,Scope,0,80,0.25,0.5,0.75
ddvTUD1Qrksp0uJ,United States,Myotis velifer,MYOTIS_VELIFER,cli,sub2,Severity,0,70,0.05,0.2,0.3
uWYRNyMuXsIBygU,United States,Myotis evotis,MYOTIS_EVOTIS,cli,sub2,Scope,0,85,0.55,0.8,0.9
uWYRNyMuXsIBygU,United States,Myotis evotis,MYOTIS_EVOTIS,cli,sub2,Severity,0,85,0.5,0.75,0.9
ddvTUD1Qrksp0uJ,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Scope,0,70,0.25,0.5,0.75
ddvTUD1Qrksp0uJ,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Severity,0,60,1e-4,0.15,0.3
TwGZY1RRjbNX16F,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub2,Scope,0,75,0.15,0.25,0.35
TwGZY1RRjbNX16F,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub2,Severity,0,75,0.1,0.2,0.3
9L1p08Binu8w6Wx,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Scope,0,65,0.25,0.5,0.9999
9L1p08Binu8w6Wx,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,cli,sub2,Severity,0,50,0.05,0.1,0.25
TwGZY1RRjbNX16F,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,cli,sub2,Scope,0,70,0.5,0.65,0.75
TwGZY1RRjbNX16F,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,cli,sub2,Severity,0,70,0.05,0.1,0.15
TwGZY1RRjbNX16F,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Scope,0,65,0.05,0.15,0.3
TwGZY1RRjbNX16F,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Severity,0,65,0.1,0.15,0.25
TwGZY1RRjbNX16F,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Scope,0,65,0.05,0.15,0.3
TwGZY1RRjbNX16F,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Severity,0,60,0.05,0.15,0.2
TwGZY1RRjbNX16F,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,cli,sub2,Scope,0,75,0.1,0.15,0.3
TwGZY1RRjbNX16F,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,cli,sub2,Severity,0,75,0.2,0.25,0.35
WQyLHmHZXLd7qQq,United States,Myotis auriculus,MYOTIS_AURICULUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis auriculus,MYOTIS_AURICULUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
TwGZY1RRjbNX16F,United States,Mormoops megalophylla,MORMOOPS_MEGALOPHYLLA,cli,sub2,Scope,0,65,0.5,0.6,0.75
TwGZY1RRjbNX16F,United States,Mormoops megalophylla,MORMOOPS_MEGALOPHYLLA,cli,sub2,Severity,0,60,0.3,0.4,0.5
TwGZY1RRjbNX16F,United States,Eumops perotis,EUMOPS_PEROTIS,cli,sub2,Scope,0,65,0.4,0.5,0.6
TwGZY1RRjbNX16F,United States,Eumops perotis,EUMOPS_PEROTIS,cli,sub2,Severity,0,65,0.1,0.2,0.3
WQyLHmHZXLd7qQq,United States,Myotis californicus,MYOTIS_CALIFORNICUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis californicus,MYOTIS_CALIFORNICUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
TwGZY1RRjbNX16F,United States,Lasiurus ega,LASIURUS_EGA,cli,sub2,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus ega,LASIURUS_EGA,cli,sub2,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Myotis evotis,MYOTIS_EVOTIS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis evotis,MYOTIS_EVOTIS,cli,sub2,Severity,0,75,0.1,0.3,0.5
TwGZY1RRjbNX16F,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,cli,sub2,Scope,0,70,0.05,0.1,0.15
TwGZY1RRjbNX16F,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,cli,sub2,Severity,0,70,0.05,0.1,0.15
TwGZY1RRjbNX16F,United States,Lasiurus intermedius,LASIURUS_INTERMEDIUS,cli,sub2,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus intermedius,LASIURUS_INTERMEDIUS,cli,sub2,Severity,1,99.99,1e-4,0.005,0.01
uWYRNyMuXsIBygU,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,cli,sub2,Scope,0,80,0.2,0.6,0.8
uWYRNyMuXsIBygU,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,cli,sub2,Severity,0,80,0.1,0.4,0.5
9arDsxSVXC0783b,United States,Choeronycteris mexicana,CHOERONYCTERIS_MEXICANA,cli,sub2,Scope,0,75,0.5,0.7,0.8
9arDsxSVXC0783b,United States,Choeronycteris mexicana,CHOERONYCTERIS_MEXICANA,cli,sub2,Severity,0,95,0.15,0.4,0.75
uWYRNyMuXsIBygU,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub2,Scope,0,90,0.3,0.7,0.8
uWYRNyMuXsIBygU,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub2,Severity,0,85,0.2,0.65,0.75
zYJdowXhsVGOzG4,United States,Myotis occultus,MYOTIS_OCCULTUS,cli,sub2,Scope,0,80,0.7,0.9,0.9999
zYJdowXhsVGOzG4,United States,Myotis occultus,MYOTIS_OCCULTUS,cli,sub2,Severity,0,75,0.25,0.4,0.9
9L1p08Binu8w6Wx,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,cli,sub2,Scope,0,65,0.1,0.2,0.75
9L1p08Binu8w6Wx,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,cli,sub2,Severity,0,50,0.1,0.25,0.35
bNwIhA2JoU9B8V0,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Scope,0,70,0.5,0.65,0.8
bNwIhA2JoU9B8V0,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub2,Severity,0,70,0.3,0.4,0.5
bNwIhA2JoU9B8V0,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Scope,0,70,0.25,0.5,0.75
bNwIhA2JoU9B8V0,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Severity,0,70,0.05,0.15,0.25
9arDsxSVXC0783b,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Scope,0,80,0.25,0.5,0.75
9arDsxSVXC0783b,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Severity,0,80,0.1,0.15,0.3
WQyLHmHZXLd7qQq,United States,Myotis occultus,MYOTIS_OCCULTUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis occultus,MYOTIS_OCCULTUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
bNwIhA2JoU9B8V0,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Scope,0,75,0.35,0.5,0.65
bNwIhA2JoU9B8V0,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Severity,0,70,0.2,0.25,0.3
WQyLHmHZXLd7qQq,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Myotis velifer,MYOTIS_VELIFER,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis velifer,MYOTIS_VELIFER,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Myotis volans,MYOTIS_VOLANS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis volans,MYOTIS_VOLANS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,cli,sub2,Severity,0,75,0.1,0.3,0.5
WQyLHmHZXLd7qQq,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,cli,sub2,Scope,0,75,0.4,0.6,0.8
WQyLHmHZXLd7qQq,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,cli,sub2,Severity,0,75,0.1,0.3,0.5
9arDsxSVXC0783b,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Scope,0,85,0.1,0.5,0.75
9arDsxSVXC0783b,United States,Euderma maculatum,EUDERMA_MACULATUM,cli,sub2,Severity,0,85,0.1,0.5,0.75
5l8I0KY6kc1IWik,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Scope,0,90,0.6,0.8,0.9999
5l8I0KY6kc1IWik,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Severity,0,80,0.2,0.3,0.4
5l8I0KY6kc1IWik,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Scope,0,95,0.7,0.9,0.9999
5l8I0KY6kc1IWik,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Severity,0,80,0.3,0.4,0.6
zYJdowXhsVGOzG4,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Scope,0,75,0.4,0.8,0.95
zYJdowXhsVGOzG4,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,cli,sub2,Severity,0,75,0.05,0.25,0.5
zYJdowXhsVGOzG4,United States,Myotis auriculus,MYOTIS_AURICULUS,cli,sub2,Scope,0,75,0.5,0.75,0.9999
zYJdowXhsVGOzG4,United States,Myotis auriculus,MYOTIS_AURICULUS,cli,sub2,Severity,0,75,0.25,0.45,0.65
MdTSkVhvPRhnKtQ,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub2,Scope,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub2,Severity,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Myotis grisescens,MYOTIS_GRISESCENS,cli,sub2,Scope,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Myotis grisescens,MYOTIS_GRISESCENS,cli,sub2,Severity,1,99.99,1e-4,0.005,0.01
CyoMlAObRVPHg2X,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,cli,sub2,Scope,0,65,0.05,0.1,0.9
CyoMlAObRVPHg2X,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,cli,sub2,Severity,0,65,0.05,0.1,0.6
30f0nkq28w8nj6g,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Scope,0,70,0.6,0.75,0.85
30f0nkq28w8nj6g,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,cli,sub2,Severity,0,65,0.25,0.35,0.4
zCk32o2Fmk4aZth,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Scope,0,80,0.5,0.8,0.9999
zCk32o2Fmk4aZth,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,cli,sub2,Severity,0,90,0.05,0.5,0.75
9arDsxSVXC0783b,United States,Myotis occultus,MYOTIS_OCCULTUS,cli,sub2,Scope,0,80,0.3,0.5,0.75
9arDsxSVXC0783b,United States,Myotis occultus,MYOTIS_OCCULTUS,cli,sub2,Severity,0,80,0.15,0.35,0.5
9arDsxSVXC0783b,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,cli,sub2,Scope,0,85,0.1,0.5,0.75
9arDsxSVXC0783b,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,cli,sub2,Severity,0,85,0.05,0.25,0.5
9arDsxSVXC0783b,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Scope,0,80,0.1,0.35,0.7
9arDsxSVXC0783b,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,cli,sub2,Severity,0,80,0.05,0.15,0.3
AaE6Hh920wkI5BD,United States,Myotis austroriparius,MYOTIS_AUSTRORIPARIUS,cli,sub2,Scope,0,65,0.4,0.55,0.6
AaE6Hh920wkI5BD,United States,Myotis austroriparius,MYOTIS_AUSTRORIPARIUS,cli,sub2,Severity,0,60,0.1,0.2,0.3
mTPpeCyO8xN0qxZ,United States,Eumops floridanus,EUMOPS_FLORIDANUS,cli,sub2,Scope,0,75,0.7,0.85,0.9999
mTPpeCyO8xN0qxZ,United States,Eumops floridanus,EUMOPS_FLORIDANUS,cli,sub2,Severity,0,65,0.1,0.2,0.3
9arDsxSVXC0783b,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,cli,sub2,Scope,0,90,0.05,0.4,0.75
9arDsxSVXC0783b,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,cli,sub2,Severity,0,90,0.05,0.4,0.75
hCI4pQLE1mr6CYo,United States,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub2,Scope,0,70,0.2,0.3,0.35
hCI4pQLE1mr6CYo,United States,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub2,Severity,0,75,0.25,0.3,0.5
hCI4pQLE1mr6CYo,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub2,Scope,0,70,0.2,0.35,0.5
hCI4pQLE1mr6CYo,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub2,Severity,0,75,0.2,0.3,0.5
9arDsxSVXC0783b,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub2,Scope,0,85,0.25,0.4,0.7
