token,cntry,spp,sppcode,Q_group,Q_sub,Q_ss,neg,conf,min,mean,max
9NDOhyEhfL11Dc9,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
UNDfQVdwJLSp4wB,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
UNDfQVdwJLSp4wB,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
I2XSSZ7YVUr9HOO,Canada,Myotis volans,MYOTIS_VOLANS,cli,sub4,Scope,0,65,0.4,0.6,0.9999
I2XSSZ7YVUr9HOO,Canada,Myotis volans,MYOTIS_VOLANS,cli,sub4,Severity,0,70,0.05,0.1,0.2
AK8oXSfGY0KzIa0,Canada,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub4,Scope,0,50,0.1,0.25,0.4
AK8oXSfGY0KzIa0,Canada,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub4,Severity,0,55,0.05,0.175,0.3
AK8oXSfGY0KzIa0,Canada,Myotis evotis,MYOTIS_EVOTIS,cli,sub4,Scope,0,60,0.2,0.30000000000000004,0.4
AK8oXSfGY0KzIa0,Canada,Myotis evotis,MYOTIS_EVOTIS,cli,sub4,Severity,0,50,0.1,0.25,0.4
AK8oXSfGY0KzIa0,Canada,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub4,Scope,0,65,0.6,0.725,0.85
AK8oXSfGY0KzIa0,Canada,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub4,Severity,0,75,0.15,0.375,0.6
AK8oXSfGY0KzIa0,Canada,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub4,Scope,0,50,0.05,0.15,0.25
AK8oXSfGY0KzIa0,Canada,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub4,Severity,0,50,0.05,0.07500000000000001,0.1
AK8oXSfGY0KzIa0,Canada,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub4,Scope,0,55,0.2,0.35,0.5
AK8oXSfGY0KzIa0,Canada,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub4,Severity,0,55,0.05,0.07500000000000001,0.1
qU7nTe7DUo5Q8df,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
Hs8rtz8tJ5gQeaS,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
Hs8rtz8tJ5gQeaS,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Myotis leibii,MYOTIS_LEIBII,cli,sub4,Scope,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Myotis leibii,MYOTIS_LEIBII,cli,sub4,Severity,1,99.99,1e-4,0.005,0.01
gArrS9ijNlKkTZO,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
gArrS9ijNlKkTZO,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis californicus,MYOTIS_CALIFORNICUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis californicus,MYOTIS_CALIFORNICUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Euderma maculatum,EUDERMA_MACULATUM,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Euderma maculatum,EUDERMA_MACULATUM,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
BhwrZk0Z5QiZAy6,Canada,Lasiurus borealis,LASIURUS_BOREALIS,cli,sub5,Scope,0,85,0.25,0.5,0.9999
BhwrZk0Z5QiZAy6,Canada,Lasiurus borealis,LASIURUS_BOREALIS,cli,sub5,Severity,0,65,1e-4,0.1,0.2
BhwrZk0Z5QiZAy6,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Scope,0,95,0.05,0.5,0.9999
BhwrZk0Z5QiZAy6,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Severity,0,65,1e-4,0.05,0.1
9NDOhyEhfL11Dc9,Canada,Myotis leibii,MYOTIS_LEIBII,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis leibii,MYOTIS_LEIBII,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus borealis,LASIURUS_BOREALIS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus borealis,LASIURUS_BOREALIS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
UNDfQVdwJLSp4wB,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub5,Scope,0,50,0.1,0.2,0.3
UNDfQVdwJLSp4wB,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,cli,sub5,Severity,0,50,1e-4,0.05,0.1
AK8oXSfGY0KzIa0,Canada,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis yumanensis,MYOTIS_YUMANENSIS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis thysanodes,MYOTIS_THYSANODES,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis evotis,MYOTIS_EVOTIS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis evotis,MYOTIS_EVOTIS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Antrozous pallidus,ANTROZOUS_PALLIDUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
Hs8rtz8tJ5gQeaS,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
Hs8rtz8tJ5gQeaS,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Myotis leibii,MYOTIS_LEIBII,cli,sub5,Scope,1,99.99,1e-4,0.005,0.01
FRSdFEy67zNzfL1,Canada,Myotis leibii,MYOTIS_LEIBII,cli,sub5,Severity,1,99.99,1e-4,0.005,0.01
gArrS9ijNlKkTZO,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
gArrS9ijNlKkTZO,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Scope,0,75,0.4,0.7,0.95
HiK5lkmh6rxEfzG,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Severity,0,50,0.05,0.15,0.2
AK8oXSfGY0KzIa0,Canada,Myotis californicus,MYOTIS_CALIFORNICUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis californicus,MYOTIS_CALIFORNICUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
WsDVC9TheztYX1X,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub1,Scope,0,75,0.1,0.3,0.45
WsDVC9TheztYX1X,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub1,Severity,0,75,0.1,0.25,0.6
HiK5lkmh6rxEfzG,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub1,Scope,0,75,0.4,0.7,0.95
HiK5lkmh6rxEfzG,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub1,Severity,0,55,0.05,0.2,0.4
HiK5lkmh6rxEfzG,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub1,Scope,0,75,0.4,0.7,0.95
HiK5lkmh6rxEfzG,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub1,Severity,0,55,0.05,0.2,0.4
AK8oXSfGY0KzIa0,Canada,Euderma maculatum,EUDERMA_MACULATUM,dev,sub1,Scope,0,75,0.2,0.25,0.35
AK8oXSfGY0KzIa0,Canada,Euderma maculatum,EUDERMA_MACULATUM,dev,sub1,Severity,0,60,0.1,0.15,0.2
HiK5lkmh6rxEfzG,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Scope,0,75,0.4,0.75,0.9
HiK5lkmh6rxEfzG,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Severity,0,65,0.25,0.45,0.6
BENVwSZb0cPk6MC,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub1,Scope,0,85,0.25,0.6,0.8
BENVwSZb0cPk6MC,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub1,Severity,0,85,1e-4,0.05,0.1
BENVwSZb0cPk6MC,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
BhwrZk0Z5QiZAy6,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub1,Scope,0,75,0.05,0.2,0.5
BhwrZk0Z5QiZAy6,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub1,Severity,0,75,1e-4,0.4,0.7
BhwrZk0Z5QiZAy6,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Scope,0,80,0.15,0.4,0.9
BhwrZk0Z5QiZAy6,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Severity,0,70,1e-4,0.05,0.1
9NDOhyEhfL11Dc9,Canada,Myotis leibii,MYOTIS_LEIBII,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis leibii,MYOTIS_LEIBII,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
9NDOhyEhfL11Dc9,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
UNDfQVdwJLSp4wB,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
UNDfQVdwJLSp4wB,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
I2XSSZ7YVUr9HOO,Canada,Myotis volans,MYOTIS_VOLANS,dev,sub1,Scope,0,70,0.05,0.15,0.25
I2XSSZ7YVUr9HOO,Canada,Myotis volans,MYOTIS_VOLANS,dev,sub1,Severity,0,70,0.05,0.1,0.15
AK8oXSfGY0KzIa0,Canada,Myotis yumanensis,MYOTIS_YUMANENSIS,dev,sub1,Scope,0,55,0.1,0.25,0.6
AK8oXSfGY0KzIa0,Canada,Myotis yumanensis,MYOTIS_YUMANENSIS,dev,sub1,Severity,0,50,0.4,0.5,0.6
AK8oXSfGY0KzIa0,Canada,Myotis thysanodes,MYOTIS_THYSANODES,dev,sub1,Scope,0,50,0.05,0.1,0.15
AK8oXSfGY0KzIa0,Canada,Myotis thysanodes,MYOTIS_THYSANODES,dev,sub1,Severity,0,50,0.2,0.30000000000000004,0.4
AK8oXSfGY0KzIa0,Canada,Myotis evotis,MYOTIS_EVOTIS,dev,sub1,Scope,0,60,0.05,0.1,0.15
AK8oXSfGY0KzIa0,Canada,Myotis evotis,MYOTIS_EVOTIS,dev,sub1,Severity,0,50,0.4,0.5,0.6
AK8oXSfGY0KzIa0,Canada,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,dev,sub1,Scope,0,70,0.15,0.25,0.35
AK8oXSfGY0KzIa0,Canada,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,dev,sub1,Severity,0,50,0.05,0.1,0.15
AK8oXSfGY0KzIa0,Canada,Antrozous pallidus,ANTROZOUS_PALLIDUS,dev,sub1,Scope,0,75,0.4,0.575,0.75
AK8oXSfGY0KzIa0,Canada,Antrozous pallidus,ANTROZOUS_PALLIDUS,dev,sub1,Severity,0,65,0.2,0.35,0.5
AK8oXSfGY0KzIa0,Canada,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,dev,sub1,Scope,0,55,0.05,0.1,0.15
AK8oXSfGY0KzIa0,Canada,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,dev,sub1,Severity,0,60,0.2,0.30000000000000004,0.4
qU7nTe7DUo5Q8df,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Scope,0,60,1e-4,0.2,0.4
qU7nTe7DUo5Q8df,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub1,Severity,0,60,0.05,0.1,0.15
qU7nTe7DUo5Q8df,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
qU7nTe7DUo5Q8df,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
Hs8rtz8tJ5gQeaS,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Scope,1,99.99,1e-4,0.005,0.01
Hs8rtz8tJ5gQeaS,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub1,Severity,1,99.99,1e-4,0.005,0.01
gArrS9ijNlKkTZO,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
gArrS9ijNlKkTZO,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Eptesicus fuscus,EPTESICUS_FUSCUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis californicus,MYOTIS_CALIFORNICUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Myotis californicus,MYOTIS_CALIFORNICUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
WsDVC9TheztYX1X,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub2,Scope,0,75,0.05,0.1,0.15
WsDVC9TheztYX1X,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub2,Severity,0,75,0.1,0.25,0.6
HiK5lkmh6rxEfzG,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Myotis septentrionalis,MYOTIS_SEPTENTRIONALIS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
AK8oXSfGY0KzIa0,Canada,Euderma maculatum,EUDERMA_MACULATUM,dev,sub2,Scope,0,50,0.05,0.1,0.15
AK8oXSfGY0KzIa0,Canada,Euderma maculatum,EUDERMA_MACULATUM,dev,sub2,Severity,0,50,0.05,0.1,0.15
HiK5lkmh6rxEfzG,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
HiK5lkmh6rxEfzG,Canada,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Myotis lucifugus,MYOTIS_LUCIFUGUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub2,Scope,1,99.99,1e-4,0.005,0.01
BENVwSZb0cPk6MC,Canada,Lasiurus cinereus,LASIURUS_CINEREUS,dev,sub2,Severity,1,99.99,1e-4,0.005,0.01
BhwrZk0Z5QiZAy6,Canada,Lasiurus borealis,LASIURUS_BOREALIS,dev,sub2,Scope,0,75,0.05,0.2,0.5
